row,example,true_index,pred_index,index_correct,true_sense,pred_sense,sense_correct,true_meaning,pred_meaning,meaning_correct,all_correct
1510,"Это позволяет писателю =крупным планом=, обобщенно, в широкой исторической перспективе показать человеку и войну, показать несовместимость мира социализма и фашизма.",313,313.0,True,2,1.0,False,"проблема, стоящая в центре внимания",увеличенное изображение на экране,False,False
1513,"Увидев его лицо =крупным планом=, я воскликнула:",313,313.0,True,1,2.0,False,увеличенное изображение на экране,"проблема, стоящая в центре внимания",False,False
1517,"Сегодня день субботний, и в учреждениях царит некоторый =лирический беспорядок=.",317,317.0,True,2,1.0,False,"отсутствие порядка, хаос",нарушение литературных канонов в построении художественного произведения,False,False
1532,"А может, за всем этим кроется смятение первой влюбленности? Несомненно. Ну, конечно же, между Аней и Петей существует это мощное =магнитное поле=, хоть и не сказано слово «любовь».",321,321.0,True,2,1.0,False,"окружающая обстановка, привлекающая к себе, возбуждающая интерес, притяжение",(физ.) пространство вокруг магнита или электрического тока,False,False
1539,"Ошибется, кто подумает, что это «=капитал мертвый=».",323,,False,2,,False,"знания, природные дарования, не находящие себе применения, пропадающие втуне",none,False,False
1543,"Наш фильм понравился публике, но особого успеха потом не имел, хотя для российского кино это было началом возрождения кинематографии после =мертвого сезона= конца восьмидесятых.",325,,False,2,,False,"время затишья в какой-либо деятельности, сфере",none,False,False
1547,"Поэтому «он» нужно заменить на «она», а прилагательные =мужского рода= на прилагательные женского.",327,327.0,True,1,2.0,False,"(лингв.) разновидность грамматического рода имени существительного, характеризующаяся особой парадигмой склонения, а у одушевленных существительных — принадлежностью к ней существительных мужского пола",мужчины,False,False
1548,"Метро»,  «авто»,  «кино»,  «такси» раньше были =мужского рода=, а стали среднего.",327,327.0,True,1,2.0,False,"(лингв.) разновидность грамматического рода имени существительного, характеризующаяся особой парадигмой склонения, а у одушевленных существительных — принадлежностью к ней существительных мужского пола",мужчины,False,False
1568,"Какие глагольные признаки есть у причастия?  (вид и =время настоящее= и прошедшее, возвратность, переходность)",334,,False,1,,False,категория времени,none,False,False
1585,"Устойчивая, стабильная работа зависит не только от тех, кто стоит на =переднем крае=, но и тех, кто жизненно важные продукты доводит до потребителей.",346,346.0,True,2,1.0,False,авангард,"условная линия, соединяющая ближайшие к противнику средства обороняющихся подразделений",False,False
1594,"Пока побеги молоды — мягкая, нежная да сладкая, а созрела — колючая и =перекати-поле=.",348,348.0,True,1,2.0,False,"(биол.) «степное или пустынное растение, при созревании отрывающееся от корня и перекатываемое ветром","человек, постоянно переходящий, переезжающий с места на место",False,False
1599,Пушки Цитадели и крепости Монжуик держат город под =перекрестным огнем=.,349,349.0,True,1,2.0,False,(воен.) «одновременная артиллерийская стрельба с двух или более направлений по одной цели,"обсуждение какой-либо проблемы, при котором высказываются разные мнения в острой форме",False,False
1602,"Останавливаясь в прудах со стоячей водой, =перелетная птица= привносит туда с фекалиями вирус, способный жить до 400 суток — естественно, при оптимальных температурах — от 10-12 до 30 ° C.",350,350.0,True,1,2.0,False,"(биол.) птицы, перелетающие на зиму в теплые страны","1 человек, постоянно меняющий место жительства, профессию и т.п.; 2 человек, не имеющий семьи",False,False
1604,Как больно кричит во мне =перелетная птица=!,350,350.0,True,2,1.0,False,"1 человек, постоянно меняющий место жительства, профессию и т.п.; 2 человек, не имеющий семьи","(биол.) птицы, перелетающие на зиму в теплые страны",False,False
1605,"Несколько раз предупреждал, что ее окружение портит нашу жизнь, что эта среда, как =подводное течение=, медленно сносит нас с правильного курса.",352,352.0,True,2,1.0,False,"скрытая от непосредственного восприятия деятельность, не совпадающая с открытой, явной деятельностью",(геогр.) подводное поступательное движение воды в океанах и морях,False,False
1606,"Если эти взгляды определяют «верхний слой» романа, то его «=подводное течение=» связано с идеями, весьма далекими от коммунистической партийности.",352,352.0,True,2,1.0,False,"скрытая от непосредственного восприятия деятельность, не совпадающая с открытой, явной деятельностью",(геогр.) подводное поступательное движение воды в океанах и морях,False,False
1608,"Быт людей, составляя как бы =подводное течение= жизни лаборатории, обходил Лобанова стороной, и постепенно это становилось привычкой.",352,352.0,True,2,1.0,False,"скрытая от непосредственного восприятия деятельность, не совпадающая с открытой, явной деятельностью",(геогр.) подводное поступательное движение воды в океанах и морях,False,False
1615,"Тут Прахов =наддает пару=, указывает на одного из «увальней», говорит, что «Св. Варвару» создал вот здесь присутствующий Михаил Васильевич Нестеров.",353,,False,2,,False,"увеличить старания, приложить все силы, заставить действовать активнее, подстегнуть",none,False,False
1621,"Киевский двор после летнего дождика пробуждается медленно, томно потягивает свой утренний кофе, любуется росой, птичьей братией, сосредоточенно копошащейся в асфальтовых разломах, наполненных темной дождевой водой, пухом облетающих одуванчиков и мелким =подножным кормом=.",354,354.0,True,1,2.0,False,"(сельхоз.) трава, растущая на лугах и пастбищах и служащая кормом пасущемуся скоту","1 даровое питание, 2 средства существования, добываемые, где и как придется",False,False
1625,"Ему надо помочь, внести ясность, =поставить диагноз=, объяснить ход своих мыслей и назначения, но не вступать с ним в неравный бой переубеждений.",358,358.0,True,2,1.0,False,"осмыслить, оценить",определить болезнь на основании данных исследования больного,False,False
1635,"Дело угасло, старший сын, Андрей, пошел в депо, ремонтировал =приводные ремни= к станкам, чинил сиденья в вагонах, второй сын, Петрусь, работал на кожзаводе, а старик продолжал кустарничать со своими хомутами.",363,363.0,True,1,2.0,False,механизм для приведения в движение различных машин,"средство сдерживания, ограничения",False,False
1639,"В последнее время президент демонстрирует очевидную готовность =проложить новый курс= во внешней и внутренней политике, сочетая незаурядный инстинкт и трезвый геополитический расчет.",365,,False,2,,False,создать / создавать условия для развития чего-нибудь,none,False,False
1650,"Пример главных героев в отношениях (пусть не всегда идущих гладко — а иначе крепкое чувство не сохранишь), в обыденной жизни (опять же, пусть не всегда кажущейся благосклонной) — это пример высококультурный и глубоконравственный!  Они — ЛЮДИ =с большой буквы=. Гениальны все образы.",369,369.0,True,2,1.0,False,"обладающий самыми высокими положительными качествами, с точки зрения говорящего",прописная буква,False,False
1654,"Я действовал согласно своему искреннему убеждению и для себя не искал ничего. Я =сел на мель=, как многие, лучшие — до меня, но то, чего я желал, не может погибнуть не потому, что я этого желал, а потому что то, чего я желал неизбежно.",373,373.0,True,2,1.0,False,1 оказаться / оказываться в затруднительном положении; 2 остаться / оставаться без денег,"попасть на возвышение дна в море, реке, образованное наносом песка, опасное для судов",False,False
1661,"А может, вам больше понравится =смирительная рубашка=?",376,376.0,True,1,2.0,False,"специальная одежда для больных, страдающих буйным помешательством, лишающая их возможности двигаться","что-то (меры, положения, законы), насильственно ограничивающее деятельность кого-либо",False,False
1672,"Информационные технологии становятся =становым хребтом= современной науки и цивилизации в целом, и их роль в ХХI веке будет стремительно возрастать.",379,379.0,True,2,1.0,False,"основа, важнейшая, существенная часть чего-либо",позвоночник,False,False
1682,"Она предупредила, что большой =сторожевой пес= весь день на цепи, но в двенадцать ночи его спускают гулять перед входом по протянутой через двор проволоке.",381,381.0,True,1,2.0,False,порода служебных собак,"1 телохранитель; 2 человек, ревностно служащий реакционным силам общества",False,False
1683,"Пахнет гарью, тяжелой хвоей, лают =сторожевые псы= и слышна лагерная брань.",381,381.0,True,1,2.0,False,порода служебных собак,"1 телохранитель; 2 человек, ревностно служащий реакционным силам общества",False,False
1688,"Их перевозили с Большой Лубянки на Сухановскую дачу-безысходную зловещую подмосковную тюрьму, откуда многие уходили в могилу или в =сумасшедший дом=.",382,382.0,True,1,2.0,False,"больница для душевнобольных, сумасшедших","— «крайний беспорядок, полная неразбериха в чем-либо, невыносимый шум, суматоха",False,False
1695,"Эти задачи шаг за шагом решали сотни людей и, продвинув решение на шаг, отставали, =сходили с круга=, надорвавшись.",384,384.0,True,1,2.0,False,сходить с дистанции,"терять / потерять свои качества, силы",False,False
1697,"Потом ее обогнали другие лошади, и она сама =сошла с круга=.",384,384.0,True,1,2.0,False,сходить с дистанции,"терять / потерять свои качества, силы",False,False
1712,"Он нажал на курок с яростью, остывшей за сорок лет ожидания до =точки замерзания=.",390,390.0,True,2,1.0,False,"остановка в движении, развитии чего-либо","точка на шкале термометра, показывающая 0°с — температуру превращения воды в лед",False,False
1718,"В руках человека, посвященного в научное наследие стоика Эпиктета и певца земных услад Эпикура, оказался =философский камень= — соблазнительное средство превращения не заслуженной студентом оценки в «золото».",398,398.0,True,2,1.0,False,"что-либо, способное оказывать большое положительное воздействие; источник успехов, достижений","по представлениям средневековых алхимиков, чудодейственное вещество, могущее превращать металлы в золото",False,False
1719,"Авторы могучих сибирских романов искали и даже находили горячий =философский камень=, крестя европейский индивидуализм общинными, семейными, богоугодными и безнадежно дубовыми ценностями.",398,398.0,True,2,1.0,False,"что-либо, способное оказывать большое положительное воздействие; источник успехов, достижений","по представлениям средневековых алхимиков, чудодейственное вещество, могущее превращать металлы в золото",False,False
1722,"Однако, подобно Кокошко, в своем переводе Кутик решает опять-таки внутритекстовую задачу, рабочую для переводчика задачу поэтической выразительности, а «статус бытийности» оказывается =холостым выстрелом=.",402,402.0,True,2,1.0,False,"бесполезное, бесцельное действие","(воен.) выстрел, который не имеет снаряда и служит для имитации стрельбы",False,False
1726,Лишний миллиметр — и =центр тяжести= уже где-то позади.,403,403.0,True,1,2.0,False,"(физ.) точка, связанная с твердым телом и являющаяся центром сил, действующих на все частицы этого тела","предмет внимания, интересов, совокупность свойств, сосредоточие чего-либо, которые становятся, оказываются или квалифицируются как самое главное, основополагающее в какой-то ситуации, в какой-то период времени",False,False
1736,Молекулы-жертвы теряют электрон и сами превращаются в радикалы — происходит =цепная реакция=.,405,405.0,True,1,2.0,False,"(физ. хим.) реакция, при которой один ядерный или атомный акт реакции приводит к последовательной реакции большого числа атомов, молекул и ядер","события, поступки, действия, вызванные одним событием, поступком, действием",False,False
1743,"Для любого тракториста или шофера вверенный им механизм не «=черный ящик=», не «вещь-в-себе», а учебное пособие, игрушка, сварганенная на трудотерапии в Кащенке.",408,408.0,True,2,1.0,False,тайна,"(авиа) устройство, контролирующее работу бортовых систем самолета",False,False
